;Course;Distance;Coordinate
1;347.47°;0.07nm;"N 60°07.4550' - E  5°12.0098'"
2;38.94°;0.07nm;"N 60°07.5091' - E  5°12.0976'"
3;51.72°;1.94nm;"N 60°08.7096' - E  5°15.1550'"
4;20.28°;3.52nm;"N 60°12.0051' - E  5°17.6053'"
5;12.79°;0.77nm;"N 60°12.7521' - E  5°17.9467'"
6;340.13°;0.65nm;"N 60°13.3616' - E  5°17.5031'"
7;350.37°;0.07nm;"N 60°13.4309' - E  5°17.4794'"
