;Course;Distance;Coordinate
1;331.69°;0.02nm;"N 60°23.5682' - E  5°18.6621'"
2;301.93°;1.09nm;"N 60°24.1462' - E  5°16.7831'"
3;277.18°;1.52nm;"N 60°24.3356' - E  5°13.7291'"
4;320.36°;0.07nm;"N 60°24.3932' - E  5°13.6325'"
