;Course;Distance;Coordinate
1;312.14°;0.07nm;"N 60°07.4450' - E  5°11.9399'"
2;202.58°;1.71nm;"N 60°05.8707' - E  5°10.6269'"
3;223.96°;3.36nm;"N 60°03.4516' - E  5°05.9564'"
4;305.24°;0.06nm;"N 60°03.4836' - E  5°05.8657'"
5;332.81°;0.11nm;"N 60°03.5852' - E  5°05.7612'"
