;Course;Distance;Coordinate
1;359.29°;0.06nm;"N 60°23.7733' - E  5°19.3111'"
2;311.08°;0.32nm;"N 60°23.9813' - E  5°18.8279'"
3;288.03°;0.85nm;"N 60°24.2435' - E  5°17.1963'"
4;273.11°;1.68nm;"N 60°24.3340' - E  5°13.8009'"
5;294.96°;0.07nm;"N 60°24.3623' - E  5°13.6778'"
6;326.37°;0.04nm;"N 60°24.3965' - E  5°13.6318'"
