Year,Holdeplassnavn,Holdeplassid,KommuneNavn,NsrQuayID,Longitude,Latitude,Snitt påstigende pr dag,Snitt avstigende pr dag,Snitt ombord pr dag,Totalt påstigende,Totalt avstigende
2023,Kalsåsvegen,12015341,Bergen,NSR:Quay:49840,"5,4","60,45562",8,5,"473,3",2051,1204
2023,Kalvaneset,12447213,Austevoll,NSR:Quay:50299,"5,17341","60,00927",0,0,"41,0",63,2
2023,Kalvaneset,12447214,Austevoll,NSR:Quay:50298,"5,17338","60,00938",0,0,"43,5",2,45
2023,Kalvatre,12447231,Austevoll,NSR:Quay:50344,"5,12621","60,00106",2,0,"19,7",601,0
2023,Kalvatre,12447234,Austevoll,NSR:Quay:50343,"5,12596","60,0009",0,4,"18,7",0,927
2023,Kalvatreet,12464459,Øygarden,NSR:Quay:52902,"5,02871","60,37199",0,0,"16,7",3,0
2023,Kalvatreet,12464460,Øygarden,NSR:Quay:52901,"5,02869","60,37207",0,0,"16,7",0,0
2023,Kalve nedre,12444813,Austevoll,NSR:Quay:50056,"5,05701","60,12008",0,0,"7,2",22,4
2023,Kalve nedre,12444814,Austevoll,NSR:Quay:50057,"5,0568","60,12007",0,0,"5,4",2,6
2023,Kalve nord,12444815,Austevoll,NSR:Quay:50062,"5,05598","60,12467",0,0,"7,2",27,19
2023,Kalve nord,12444818,Austevoll,NSR:Quay:50063,"5,05572","60,12468",0,0,"5,4",85,91
2023,Kalve snuplass,12444816,Austevoll,NSR:Quay:50068,"5,0606","60,11919",7,6,"7,1",1933,1476
2023,Kalvedalsveien,12011421,Bergen,NSR:Quay:53880,"5,35288","60,38515",91,41,"4421,9",23580,10638
2023,Kalvedalsveien,12011422,Bergen,NSR:Quay:53879,"5,35181","60,38538",32,91,"4069,4",8254,23644
2023,Kalvetræ,12636129,Alver,NSR:Quay:56973,"5,15773","60,73428",0,0,"17,4",1,1
2023,Kalvetræ,12636158,Alver,NSR:Quay:56974,"5,15783","60,73409",0,0,"28,0",0,0
2023,Kanonhaugen,12015466,Bergen,NSR:Quay:50264,"5,37478","60,36417",3,38,"218,2",829,9828
2023,Kanonhaugen,12015467,Bergen,NSR:Quay:50263,"5,3748","60,36474",14,16,"245,0",3638,4130
2023,Kaptein Amlands vei,12012174,Bergen,NSR:Quay:54937,"5,30371","60,37846",10,134,"931,9",2657,34926
2023,Kaptein Amlands vei,12012175,Bergen,NSR:Quay:54936,"5,30325","60,37928",150,14,"984,3",39062,3512
2023,Kaptein Kaland,12011737,Bergen,NSR:Quay:54695,"5,25501","60,26607",7,0,"306,6",1839,117
2023,Kaptein Kaland,12011740,Bergen,NSR:Quay:54696,"5,25444","60,26568",0,5,"298,1",90,1392
2023,Kartveit,12604210,Alver,NSR:Quay:55927,"5,09966","60,62699",2,2,"119,8",564,618
2023,Kartveit,12604217,Alver,NSR:Quay:55928,"5,09989","60,6269",3,2,"123,3",718,483
2023,Kartveit aust,12604229,Alver,NSR:Quay:100269,"5,10083","60,62906",1,1,"123,4",237,284
2023,Kartveit aust,12604230,Alver,NSR:Quay:100270,"5,10082","60,62882",1,1,"115,8",336,265
2023,Kartveit vest,12604212,Alver,NSR:Quay:55936,"5,093","60,62801",0,1,"119,6",92,148
2023,Kartveit vest,12604215,Alver,NSR:Quay:55935,"5,09305","60,62788",1,0,"122,5",155,92
2023,Kartveitskiftet,12011734,Bergen,NSR:Quay:54679,"5,25164","60,27358",1,11,"363,0",212,2889
2023,Kartveitskiftet,12011743,Bergen,NSR:Quay:54680,"5,25168","60,27385",8,1,"373,0",2004,143
