Cluster_A,Cluster_B,Distance_km,total_population,num_businesses,total_boardings,Flow,Estimated_Flow,Optimized_Flow
0,29,21.707513,537,34,35330,1,1368915.688021917,1368915.688021917
0,30,49.618607,537,32,35330,1,246591.87686476074,246591.87686476074
0,31,7.221165000000001,537,747,35330,1,271784063.7068806,271784063.7068806
0,32,22.814038,537,234,35330,1,8529615.597860752,8529615.597860752
0,33,39.283298,537,87,35330,1,1069599.7499451118,1069599.7499451118
0,34,150.27925700000006,537,619,35330,1,520008.5612520007,520008.5612520007
0,35,17.669522000000004,537,35,35330,1,2126847.570257483,2126847.570257483
0,36,29.465786999999995,537,68,35330,1,1485903.9786754113,1485903.9786754113
0,37,28.258417,537,135,35330,1,3207421.4736410477,3207421.4736410477
0,38,32.676277,537,46,35330,1,817354.7990395256,817354.7990395256
0,39,34.016150999999994,537,69,35330,1,1131349.1957297884,1131349.1957297884
0,40,11.186215999999996,537,15,35330,1,2274273.966515808,2274273.966515808
0,41,49.59727899999997,537,548,35330,1,4226518.553313731,4226518.553313731
0,42,49.49173999999999,537,818,35330,1,6335863.049227283,6335863.049227283
0,43,6.850248999999999,537,26,35330,1,10511835.480289454,10511835.480289454
0,44,30.086469999999995,537,184,35330,1,3856499.460243379,3856499.460243379
0,45,24.89588500000001,537,30,35330,1,918298.8478867105,918298.8478867105
0,46,24.106822000000005,537,25,35330,1,816165.0802978001,816165.0802978001
