Year,Holdeplassnavn,Holdeplassid,KommuneNavn,NsrQuayID,Longitude,Latitude,Snitt påstigende pr dag,Snitt avstigende pr dag,Snitt ombord pr dag,Totalt påstigende,Totalt avstigende
2024,Litleokse sør,12635212,Alver,NSR:Quay:56501,"5,19939","60,64652",0,0,"2,2",0,0
2023,Litleskare nord,12635101,Alver,NSR:Quay:56448,"5,21331","60,62097",0,0,"4,0",12,0
2024,Litleskare nord,12635101,Alver,NSR:Quay:56448,"5,21331","60,62097",0,0,"4,4",16,0
2023,Litleskare nord,12635124,Alver,NSR:Quay:56447,"5,2134","60,62112",0,0,"3,0",0,16
2024,Litleskare nord,12635124,Alver,NSR:Quay:56447,"5,2134","60,62112",0,0,"3,1",0,13
2023,Litleskare sør,12635103,Alver,NSR:Quay:56454,"5,2155","60,61741",0,0,"4,0",1,2
2024,Litleskare sør,12635103,Alver,NSR:Quay:56454,"5,2155","60,61741",0,0,"4,4",3,0
2023,Litleskare sør,12635122,Alver,NSR:Quay:56453,"5,21571","60,61746",0,0,"3,1",0,46
2024,Litleskare sør,12635122,Alver,NSR:Quay:56453,"5,21571","60,61746",0,0,"3,2",0,8
2023,Litlevika,12633015,Alver,NSR:Quay:56365,"5,28103","60,54775",0,4,"223,0",36,393
2024,Litlevika,12633015,Alver,NSR:Quay:56365,"5,28103","60,54775",0,4,"239,0",22,338
2023,Litlevika,12633016,Alver,NSR:Quay:56366,"5,28123","60,54708",3,2,"221,4",318,248
2024,Litlevika,12633016,Alver,NSR:Quay:56366,"5,28123","60,54708",3,3,"227,4",237,214
2023,Litleåskrysset,12011211,Bergen,NSR:Quay:53430,"5,32806","60,46635",38,22,"2519,1",3961,2322
2024,Litleåskrysset,12011211,Bergen,NSR:Quay:53430,"5,32806","60,46635",42,24,"2595,4",3343,1912
2023,Litleåskrysset,12011226,Bergen,NSR:Quay:53429,"5,32812","60,46708",21,37,"2617,1",2224,3855
2024,Litleåskrysset,12011226,Bergen,NSR:Quay:53429,"5,32812","60,46708",22,41,"2710,9",1734,3270
2023,Ljosvoll,12015547,Bergen,NSR:Quay:50547,"5,40191","60,30491",0,0,"11,7",0,0
2024,Ljosvoll,12015547,Bergen,NSR:Quay:50547,"5,40191","60,30491",0,0,"13,0",0,0
2023,Ljosvoll,12015562,Bergen,NSR:Quay:50548,"5,40231","60,30442",0,0,"10,9",0,0
2024,Ljosvoll,12015562,Bergen,NSR:Quay:50548,"5,40231","60,30442",0,0,"10,3",0,2
2023,Loddefjord terminal A,12012210,Bergen,NSR:Quay:55006,"5,23528","60,36178",1220,829,"1751,0",128111,87024
2024,Loddefjord terminal A,12012210,Bergen,NSR:Quay:55006,"5,23528","60,36178",1258,897,"1791,5",100626,71734
2023,Loddefjord terminal B,12012228,Bergen,NSR:Quay:55005,"5,23477","60,36195",895,1187,"1407,1",93985,124679
2024,Loddefjord terminal B,12012228,Bergen,NSR:Quay:55005,"5,23477","60,36195",965,1220,"1513,1",77163,97592
2023,Loddefjorddalen,12012206,Bergen,NSR:Quay:54989,"5,2305","60,37034",3,14,"283,2",345,1456
2024,Loddefjorddalen,12012206,Bergen,NSR:Quay:54989,"5,2305","60,37034",3,15,"335,0",262,1221
2023,Loddefjorddalen,12012219,Bergen,NSR:Quay:54990,"5,23279","60,3692",16,6,"387,1",1632,581
2024,Loddefjorddalen,12012219,Bergen,NSR:Quay:54990,"5,23279","60,3692",19,6,"413,2",1555,483
2023,Loddefjordtoppen,12012260,Bergen,NSR:Quay:55079,"5,23154","60,37134",1,3,"66,7",151,344
2024,Loddefjordtoppen,12012260,Bergen,NSR:Quay:55079,"5,23154","60,37134",2,4,"73,9",148,310
2023,Loddefjordtoppen,12012261,Bergen,NSR:Quay:55078,"5,23132","60,37142",3,2,"89,8",274,182
2024,Loddefjordtoppen,12012261,Bergen,NSR:Quay:55078,"5,23132","60,37142",2,2,"94,0",146,129
2023,Lokketodalen,12011348,Bergen,NSR:Quay:53728,"5,2599","60,48452",2,21,"344,0",169,2214
2024,Lokketodalen,12011348,Bergen,NSR:Quay:53728,"5,2599","60,48452",2,22,"338,6",122,1734
2023,Lokketodalen,12011349,Bergen,NSR:Quay:53727,"5,25938","60,48491",27,2,"357,8",2837,164
2024,Lokketodalen,12011349,Bergen,NSR:Quay:53727,"5,25938","60,48491",26,2,"357,9",2117,131
2023,Lokøyna kryss nord,12462824,Øygarden,NSR:Quay:51979,"4,97152","60,32795",0,0,"1,1",0,0
2024,Lokøyna kryss nord,12462824,Øygarden,NSR:Quay:51979,"4,97152","60,32795",0,0,"0,7",0,0
2023,Lokøyna kryss nord,12462827,Øygarden,NSR:Quay:51977,"4,97179","60,32782",0,0,"0,6",0,0
2024,Lokøyna kryss nord,12462827,Øygarden,NSR:Quay:51977,"4,97179","60,32782",0,0,"0,4",0,0
2023,Lokøyna snuplass,12462840,Øygarden,NSR:Quay:52029,"4,9604","60,32377",0,0,"1,6",2,5
2024,Lokøyna snuplass,12462840,Øygarden,NSR:Quay:52029,"4,9604","60,32377",0,0,"0,9",8,13
2023,Lokøyvågen,12462841,Øygarden,NSR:Quay:52035,"4,9676","60,32584",0,0,"1,6",0,0
2024,Lokøyvågen,12462841,Øygarden,NSR:Quay:52035,"4,9676","60,32584",0,0,"0,9",0,0
2023,Lonavegen,12462343,Øygarden,NSR:Quay:51353,"5,12582","60,35643",0,4,"37,0",8,446
2024,Lonavegen,12462343,Øygarden,NSR:Quay:51353,"5,12582","60,35643",0,4,"39,0",2,322
2023,Lonavegen,12462356,Øygarden,NSR:Quay:51352,"5,1255","60,35663",2,0,"37,5",221,18
2024,Lonavegen,12462356,Øygarden,NSR:Quay:51352,"5,1255","60,35663",2,0,"34,5",169,22
2023,Lone,12014117,Bergen,NSR:Quay:55405,"5,45639","60,37442",46,23,"193,9",4858,2365
2024,Lone,12014117,Bergen,NSR:Quay:55405,"5,45639","60,37442",50,26,"198,1",4002,2107
2023,Lone,12014118,Bergen,NSR:Quay:55406,"5,45775","60,37558",19,46,"169,4",2004,4847
2024,Lone,12014118,Bergen,NSR:Quay:55406,"5,45775","60,37558",27,53,"180,8",2156,4269
2023,Lone sør,12014115,Bergen,NSR:Quay:55400,"5,45478","60,37018",1,1,"193,9",93,100
2024,Lone sør,12014115,Bergen,NSR:Quay:55400,"5,45478","60,37018",1,1,"198,4",88,60
2023,Lone sør,12014116,Bergen,NSR:Quay:55402,"5,45508","60,37056",1,1,"196,2",135,129
2024,Lone sør,12014116,Bergen,NSR:Quay:55402,"5,45508","60,37056",1,1,"207,2",83,105
2023,Lotheveien,12015432,Bergen,NSR:Quay:50137,"5,32251","60,3798",30,18,"386,0",3196,1879
2024,Lotheveien,12015432,Bergen,NSR:Quay:50137,"5,32251","60,3798",30,19,"405,8",2419,1522
2023,Lotheveien,12015433,Bergen,NSR:Quay:50135,"5,32122","60,38042",68,58,"523,4",7113,6070
2024,Lotheveien,12015433,Bergen,NSR:Quay:50135,"5,32122","60,38042",70,63,"553,2",5568,5033
2023,Ludebryggen,12011107,Bergen,NSR:Quay:53255,"5,32301","60,41201",299,63,"5856,5",31393,6566
2024,Ludebryggen,12011107,Bergen,NSR:Quay:53255,"5,32301","60,41201",309,67,"6010,7",24729,5357
2023,Ludebryggen,12011112,Bergen,NSR:Quay:53257,"5,32329","60,41194",99,312,"5961,7",10391,32802
2024,Ludebryggen,12011112,Bergen,NSR:Quay:53257,"5,32329","60,41194",106,327,"6120,8",8450,26162
2023,Lunde,12604101,Alver,NSR:Quay:54226,"5,12487","60,63429",2,1,"44,4",158,67
2024,Lunde,12604101,Alver,NSR:Quay:54226,"5,12487","60,63429",3,0,"56,1",222,36
2023,Lunde,12604128,Alver,NSR:Quay:54225,"5,12452","60,63475",1,1,"33,4",71,140
2024,Lunde,12604128,Alver,NSR:Quay:54225,"5,12452","60,63475",0,3,"41,0",32,229
2023,Lundsåsen,12604205,Alver,NSR:Quay:55909,"5,11611","60,63649",0,0,"12,6",1,0
2024,Lundsåsen,12604205,Alver,NSR:Quay:55909,"5,11611","60,63649",0,0,"12,5",1,1
2023,Lundsåsen,12604206,Alver,NSR:Quay:55910,"5,11583","60,63592",1,1,"28,7",71,84
2024,Lundsåsen,12604206,Alver,NSR:Quay:55910,"5,11583","60,63592",1,1,"36,6",64,71
2023,Lundsåsen,12604221,Alver,NSR:Quay:55911,"5,11606","60,6359",0,0,"31,0",39,43
2024,Lundsåsen,12604221,Alver,NSR:Quay:55911,"5,11606","60,6359",1,0,"41,5",74,35
2023,Lyderhornsveien,12012136,Bergen,NSR:Quay:54873,"5,27096","60,38395",56,124,"508,9",5860,13023
2024,Lyderhornsveien,12012136,Bergen,NSR:Quay:54873,"5,27096","60,38395",58,125,"543,1",4605,10004
2023,Lyderhornsveien,12012137,Bergen,NSR:Quay:54871,"5,27213","60,38483",237,52,"721,4",24889,5478
2024,Lyderhornsveien,12012137,Bergen,NSR:Quay:54871,"5,27213","60,38483",247,54,"753,0",19744,4342
2023,Lygra,12635341,Alver,NSR:Quay:56623,"5,11909","60,69018",0,0,"3,1",0,0
2024,Lygra,12635341,Alver,NSR:Quay:56623,"5,11909","60,69018",0,0,"3,1",4,5
2023,Lygra,12635366,Alver,NSR:Quay:56624,"5,11922","60,69018",0,0,"3,2",0,0
2024,Lygra,12635366,Alver,NSR:Quay:56624,"5,11922","60,69018",0,0,"3,1",0,0
2023,Lygra indre,12635345,Alver,NSR:Quay:56632,"5,12752","60,68629",0,0,"3,3",20,0
2024,Lygra indre,12635345,Alver,NSR:Quay:56632,"5,12752","60,68629",0,0,"3,2",11,6
2023,Lygra indre,12635362,Alver,NSR:Quay:56633,"5,12736","60,68636",0,0,"3,2",9,8
2024,Lygra indre,12635362,Alver,NSR:Quay:56633,"5,12736","60,68636",0,0,"3,1",7,12
2023,Lygra kyrkje,12635343,Alver,NSR:Quay:56627,"5,11857","60,68845",0,0,"3,1",0,0
2024,Lygra kyrkje,12635343,Alver,NSR:Quay:56627,"5,11857","60,68845",0,0,"3,1",0,0
2023,Lygra kyrkje,12635364,Alver,NSR:Quay:56626,"5,11861","60,68853",0,0,"3,2",1,5
2024,Lygra kyrkje,12635364,Alver,NSR:Quay:56626,"5,11861","60,68853",0,0,"3,1",0,0
2023,Lygra nord,12635339,Alver,NSR:Quay:56619,"5,11416","60,69173",0,0,"3,1",9,1
2024,Lygra nord,12635339,Alver,NSR:Quay:56619,"5,11416","60,69173",0,0,"3,1",14,1
2023,Lygra nord,12635368,Alver,NSR:Quay:56620,"5,11404","60,69178",0,0,"3,1",0,7
2024,Lygra nord,12635368,Alver,NSR:Quay:56620,"5,11404","60,69178",0,0,"3,0",0,9
2023,Lygra snuplass,12635370,Alver,NSR:Quay:56656,"5,11477","60,69303",0,0,"3,1",20,26
2024,Lygra snuplass,12635370,Alver,NSR:Quay:56656,"5,11477","60,69303",0,0,"3,0",8,10
2023,Lygra sør,12635349,Alver,NSR:Quay:56641,"5,14526","60,6802",0,0,"3,4",0,0
2024,Lygra sør,12635349,Alver,NSR:Quay:56641,"5,14526","60,6802",0,0,"3,3",0,0
2023,Lygra sør,12635358,Alver,NSR:Quay:56640,"5,14512","60,68031",0,0,"3,1",0,0
2024,Lygra sør,12635358,Alver,NSR:Quay:56640,"5,14512","60,68031",0,0,"3,2",0,0
2023,Lygresvingen,12604606,Alver,NSR:Quay:56241,"5,06425","60,67887",0,0,"4,2",0,9
2024,Lygresvingen,12604606,Alver,NSR:Quay:56241,"5,06425","60,67887",0,0,"4,0",0,3
2023,Lygresvingen,12604617,Alver,NSR:Quay:56242,"5,06421","60,67869",0,0,"11,7",2,0
2024,Lygresvingen,12604617,Alver,NSR:Quay:56242,"5,06421","60,67869",0,0,"11,6",6,0
2023,Lyngbø C,12016100,Bergen,NSR:Quay:51051,"5,2692","60,38066",104,240,"182,7",10936,25214
2024,Lyngbø C,12016100,Bergen,NSR:Quay:51051,"5,2692","60,38066",97,257,"180,2",7780,20549
2023,Lyngbø D,12016101,Bergen,NSR:Quay:51050,"5,26962","60,38079",228,14,"211,0",23924,1491
2024,Lyngbø D,12016101,Bergen,NSR:Quay:51050,"5,26962","60,38079",223,12,"210,3",17878,929
2023,Lyngbø E,12012119,Bergen,NSR:Quay:105179,"5,26966","60,38104",59,121,"327,5",6147,12661
2024,Lyngbø E,12012119,Bergen,NSR:Quay:105179,"5,26966","60,38104",68,116,"351,7",5453,9299
2023,Lyngbø Rv. 555 A,12012198,Bergen,NSR:Quay:54971,"5,26916","60,38157",198,398,"4185,0",20838,41756
2024,Lyngbø Rv. 555 A,12012198,Bergen,NSR:Quay:54971,"5,26916","60,38157",192,397,"4276,4",15355,31796
2023,Lyngbø Rv. 555 B,12012199,Bergen,NSR:Quay:54972,"5,26853","60,38059",378,185,"3952,4",39702,19461
2024,Lyngbø Rv. 555 B,12012199,Bergen,NSR:Quay:54972,"5,26853","60,38059",385,186,"3912,7",30774,14872
2023,Lyngbøkollen,12012150,Bergen,NSR:Quay:54888,"5,26557","60,37066",1,51,"75,6",53,5325
2024,Lyngbøkollen,12012150,Bergen,NSR:Quay:54888,"5,26557","60,37066",1,49,"78,5",71,3892
2023,Lyngbøkollen,12012151,Bergen,NSR:Quay:54887,"5,26578","60,37118",39,0,"102,7",4081,38
2024,Lyngbøkollen,12012151,Bergen,NSR:Quay:54887,"5,26578","60,37118",36,0,"102,5",2871,24
2023,Lyngbølien,12012138,Bergen,NSR:Quay:100646,"5,26574","60,37803",2,14,"171,2",252,1504
2024,Lyngbølien,12012138,Bergen,NSR:Quay:100646,"5,26574","60,37803",3,14,"169,6",227,1083
2023,Lyngbølien,12012141,Bergen,NSR:Quay:54876,"5,26671","60,37764",15,1,"167,0",1612,154
2024,Lyngbølien,12012141,Bergen,NSR:Quay:54876,"5,26671","60,37764",18,2,"168,4",1439,148
2023,Lyngbøveien kryss Nipedalen,12012144,Bergen,NSR:Quay:100647,"5,27012","60,377",2,7,"155,9",201,713
2024,Lyngbøveien kryss Nipedalen,12012144,Bergen,NSR:Quay:100647,"5,27012","60,377",3,6,"153,0",207,471
2023,Lyngbøveien kryss Nipedalen,12012145,Bergen,NSR:Quay:54878,"5,26957","60,37703",13,2,"153,3",1340,174
2024,Lyngbøveien kryss Nipedalen,12012145,Bergen,NSR:Quay:54878,"5,26957","60,37703",14,2,"152,3",1127,157
2023,Lyngfaret,12012232,Bergen,NSR:Quay:55028,"5,23188","60,36014",2,125,"420,8",192,13125
2024,Lyngfaret,12012232,Bergen,NSR:Quay:55028,"5,23188","60,36014",2,123,"420,7",126,9807
2023,Lyngfaret,12012233,Bergen,NSR:Quay:55029,"5,23204","60,35964",107,3,"501,5",11221,267
2024,Lyngfaret,12012233,Bergen,NSR:Quay:55029,"5,23204","60,35964",106,2,"504,4",8468,199
2023,Lynghaug skole,12015150,Bergen,NSR:Quay:55801,"5,29729","60,35711",12,54,"622,4",1238,5619
2024,Lynghaug skole,12015150,Bergen,NSR:Quay:55801,"5,29729","60,35711",14,52,"635,6",1112,4168
2023,Lynghaug skole,12015151,Bergen,NSR:Quay:55802,"5,29786","60,35722",16,8,"628,6",1731,892
2024,Lynghaug skole,12015151,Bergen,NSR:Quay:55802,"5,29786","60,35722",18,9,"662,7",1446,714
2023,Lyshovden nord,12015118,Bergen,NSR:Quay:55759,"5,30464","60,34829",1,29,"528,5",127,3083
2024,Lyshovden nord,12015118,Bergen,NSR:Quay:55759,"5,30464","60,34829",2,32,"530,1",124,2522
2023,Lyshovden nord,12015119,Bergen,NSR:Quay:55758,"5,30463","60,34886",21,1,"477,2",2179,116
2024,Lyshovden nord,12015119,Bergen,NSR:Quay:55758,"5,30463","60,34886",22,1,"476,3",1793,100
2023,Lyshovden skole,12015160,Bergen,NSR:Quay:55826,"5,29558","60,34355",21,74,"377,5",2228,7793
2024,Lyshovden skole,12015160,Bergen,NSR:Quay:55826,"5,29558","60,34355",22,75,"386,5",1735,5981
2023,Lyshovden skole,12015161,Bergen,NSR:Quay:55825,"5,29586","60,34348",80,39,"461,4",8372,4044
2024,Lyshovden skole,12015161,Bergen,NSR:Quay:55825,"5,29586","60,34348",82,43,"485,7",6594,3433
2023,Lyshovden sør,12015120,Bergen,NSR:Quay:55762,"5,30368","60,34445",1,24,"506,4",142,2484
2024,Lyshovden sør,12015120,Bergen,NSR:Quay:55762,"5,30368","60,34445",1,23,"508,3",102,1866
2023,Lyshovden sør,12015121,Bergen,NSR:Quay:55763,"5,30437","60,34586",14,2,"457,7",1486,260
2024,Lyshovden sør,12015121,Bergen,NSR:Quay:55763,"5,30437","60,34586",14,2,"455,3",1109,168
2023,Lægdene,12015456,Bergen,NSR:Quay:50223,"5,36794","60,36966",17,36,"746,5",1806,3737
2024,Lægdene,12015456,Bergen,NSR:Quay:50223,"5,36794","60,36966",17,35,"786,2",1392,2831
2023,Lægdesvingen,12015465,Bergen,NSR:Quay:50259,"5,37262","60,3674",32,4,"579,7",3340,378
2024,Lægdesvingen,12015465,Bergen,NSR:Quay:50259,"5,37262","60,3674",33,3,"627,0",2662,273
2023,Lærdal,12473541,Askøy,NSR:Quay:56446,"5,16897","60,50089",1,0,"15,8",105,2
2024,Lærdal,12473541,Askøy,NSR:Quay:56446,"5,16897","60,50089",1,0,"18,0",77,0
2023,Lærdal,12473544,Askøy,NSR:Quay:56445,"5,1697","60,50088",0,1,"14,5",0,85
2024,Lærdal,12473544,Askøy,NSR:Quay:56445,"5,1697","60,50088",0,1,"15,6",0,62
2023,Lærerbakken nedre,12016411,Bergen,NSR:Quay:51131,"5,33811","60,36992",114,10,"452,3",11965,1100
2024,Lærerbakken nedre,12016411,Bergen,NSR:Quay:51131,"5,33811","60,36992",128,11,"495,2",10227,888
2023,Lærerbakken øvre,12016410,Bergen,NSR:Quay:51126,"5,33596","60,369",7,80,"329,7",740,8428
2024,Lærerbakken øvre,12016410,Bergen,NSR:Quay:51126,"5,33596","60,369",8,81,"356,2",631,6442
2023,Løbergsalleen,12016430,Bergen,NSR:Quay:51168,"5,33958","60,35684",0,1,"26,5",37,97
2024,Løbergsalleen,12016430,Bergen,NSR:Quay:51168,"5,33958","60,35684",1,0,"26,9",43,39
2023,Løbergsalleen,12016431,Bergen,NSR:Quay:51166,"5,34007","60,35698",3,0,"28,8",289,20
2024,Løbergsalleen,12016431,Bergen,NSR:Quay:51166,"5,34007","60,35698",2,0,"24,5",163,29
2023,Løbergsveien,12016413,Bergen,NSR:Quay:51139,"5,33948","60,3672",72,7,"351,0",7570,719
2024,Løbergsveien,12016413,Bergen,NSR:Quay:51139,"5,33948","60,3672",86,9,"380,9",6847,734
2023,Løbergsveien sør,12016461,Bergen,NSR:Quay:51204,"5,34077","60,36511",25,0,"126,8",2603,13
2024,Løbergsveien sør,12016461,Bergen,NSR:Quay:51204,"5,34077","60,36511",25,0,"122,6",1974,15
2023,"Løbergsveien, Mindeveien",12016419,Bergen,NSR:Quay:51156,"5,34027","60,36588",32,10,"287,2",3356,1031
2024,"Løbergsveien, Mindeveien",12016419,Bergen,NSR:Quay:51156,"5,34027","60,36588",33,11,"306,2",2612,856
2023,Lønborg,12011158,Bergen,NSR:Quay:53351,"5,28629","60,43779",42,156,"673,9",4442,16422
2024,Lønborg,12011158,Bergen,NSR:Quay:53351,"5,28629","60,43779",45,168,"702,3",3633,13465
2023,Lønborg,12011159,Bergen,NSR:Quay:53352,"5,28582","60,43663",130,25,"733,0",13664,2620
2024,Lønborg,12011159,Bergen,NSR:Quay:53352,"5,28582","60,43663",139,27,"767,5",11146,2138
2023,Lønborglien,12011162,Bergen,NSR:Quay:53360,"5,28807","60,4359",0,39,"108,1",29,4066
2024,Lønborglien,12011162,Bergen,NSR:Quay:53360,"5,28807","60,4359",0,40,"110,1",13,3208
2023,Lønborglien,12011163,Bergen,NSR:Quay:53359,"5,28819","60,43589",52,0,"148,7",5496,20
2024,Lønborglien,12011163,Bergen,NSR:Quay:53359,"5,28819","60,43589",51,0,"144,3",4040,4
2023,Lønborglien snuplass,12011164,Bergen,NSR:Quay:53364,"5,29153","60,43586",112,125,"96,8",11790,13148
2024,Lønborglien snuplass,12011164,Bergen,NSR:Quay:53364,"5,29153","60,43586",106,122,"94,9",8460,9730
2023,Lønningshaugen,12011757,Bergen,NSR:Quay:105720,"5,23631","60,27989",0,0,"13,1",7,8
2024,Lønningshaugen,12011757,Bergen,NSR:Quay:105720,"5,23631","60,27989",0,0,"13,8",8,0
2023,Lønningshaugen,12011774,Bergen,NSR:Quay:105721,"5,23427","60,27983",0,0,"12,3",1,4
2024,Lønningshaugen,12011774,Bergen,NSR:Quay:105721,"5,23427","60,27983",0,0,"14,4",5,6
2023,Løtveit,12636004,Alver,NSR:Quay:50656,"5,22179","60,71264",0,0,"58,1",0,8
2024,Løtveit,12636004,Alver,NSR:Quay:50656,"5,22179","60,71264",0,0,"57,7",2,3
2023,Løtveit,12636011,Alver,NSR:Quay:50657,"5,222","60,71208",0,0,"60,8",4,2
2024,Løtveit,12636011,Alver,NSR:Quay:50657,"5,222","60,71208",0,0,"59,7",1,0
2023,Løvstakkskiftet,12015100,Bergen,NSR:Quay:55707,"5,30509","60,3688",13,72,"12,4",1350,7561
2024,Løvstakkskiftet,12015100,Bergen,NSR:Quay:55707,"5,30509","60,3688",13,79,"12,1",1022,6301
2023,Løvstakkskiftet,12015101,Bergen,NSR:Quay:55708,"5,30482","60,36892",73,29,"63,1",7688,3062
2024,Løvstakkskiftet,12015101,Bergen,NSR:Quay:55708,"5,30482","60,36892",82,32,"68,8",6585,2574
2023,Løvstakktunnelen,12012106,Bergen,NSR:Quay:54816,"5,29738","60,36428",16,58,"2498,1",1666,6058
2024,Løvstakktunnelen,12012106,Bergen,NSR:Quay:54816,"5,29738","60,36428",16,63,"2530,2",1319,5027
2023,Løvstakkveien,12016402,Bergen,NSR:Quay:51102,"5,32959","60,37547",8,81,"878,5",868,8537
2024,Løvstakkveien,12016402,Bergen,NSR:Quay:51102,"5,32959","60,37547",9,91,"944,6",714,7279
2023,Løvås,12012105,Bergen,NSR:Quay:54811,"5,29042","60,35338",58,10,"930,8",6044,1073
2024,Løvås,12012105,Bergen,NSR:Quay:54811,"5,29042","60,35338",60,10,"959,7",4838,833
2023,Løvås,12012114,Bergen,NSR:Quay:54810,"5,28906","60,35231",3,38,"777,5",349,3948
2024,Løvås,12012114,Bergen,NSR:Quay:54810,"5,28906","60,35231",3,38,"807,2",264,3069
2023,Løvåsveien,12012190,Bergen,NSR:Quay:54968,"5,28608","60,35722",13,34,"97,6",1399,3550
2024,Løvåsveien,12012190,Bergen,NSR:Quay:54968,"5,28608","60,35722",13,35,"100,3",1022,2828
2023,Løvåsveien,12012191,Bergen,NSR:Quay:54967,"5,28667","60,35717",53,19,"172,2",5561,1969
2024,Løvåsveien,12012191,Bergen,NSR:Quay:54967,"5,28667","60,35717",53,18,"184,2",4253,1454
2023,Maggevarden,12462905,Øygarden,NSR:Quay:52061,"5,01161","60,40376",24,3,"231,7",2491,280
2024,Maggevarden,12462905,Øygarden,NSR:Quay:52061,"5,01161","60,40376",26,3,"223,0",2044,216
2023,Maggevarden,12462906,Øygarden,NSR:Quay:52060,"5,00863","60,40403",1,23,"214,9",150,2439
2024,Maggevarden,12462906,Øygarden,NSR:Quay:52060,"5,00863","60,40403",1,25,"224,8",109,2037
2023,Manger meieri,12604320,Alver,NSR:Quay:56017,"5,04709","60,64007",0,2,"24,0",8,198
2024,Manger meieri,12604320,Alver,NSR:Quay:56017,"5,04709","60,64007",0,2,"32,0",4,170
2023,Manger meieri,12604331,Alver,NSR:Quay:56015,"5,04815","60,63993",2,0,"27,9",167,1
2024,Manger meieri,12604331,Alver,NSR:Quay:56015,"5,04815","60,63993",2,0,"38,0",179,3
2023,Manger nord,12604324,Alver,NSR:Quay:56031,"5,04296","60,64661",0,0,"9,3",0,3
2024,Manger nord,12604324,Alver,NSR:Quay:56031,"5,04296","60,64661",0,0,"17,0",1,3
2023,Manger nord,12604327,Alver,NSR:Quay:56030,"5,04257","60,64608",0,0,"10,3",5,0
2024,Manger nord,12604327,Alver,NSR:Quay:56030,"5,04257","60,64608",0,0,"19,2",0,15
2023,Manger senter,12604322,Alver,NSR:Quay:56025,"5,0428","60,64045",10,25,"9,5",1085,2617
2024,Manger senter,12604322,Alver,NSR:Quay:56025,"5,0428","60,64045",18,33,"16,8",1479,2650
2023,Manger senter,12604329,Alver,NSR:Quay:56024,"5,04247","60,64032",27,11,"26,4",2885,1137
2024,Manger senter,12604329,Alver,NSR:Quay:56024,"5,04247","60,64032",38,20,"35,9",3009,1593
2023,Mannsverk,12011444,Bergen,NSR:Quay:53934,"5,36827","60,35542",41,109,"1372,7",4308,11421
2024,Mannsverk,12011444,Bergen,NSR:Quay:53934,"5,36827","60,35542",44,120,"1412,4",3528,9621
2023,Mannsverk garasje,12016468,Bergen,NSR:Quay:51208,"5,36777","60,35604",77,101,"60,3",8070,10570
2024,Mannsverk garasje,12016468,Bergen,NSR:Quay:51208,"5,36777","60,35604",46,99,"35,9",3715,7905
2023,Marikollen,12011352,Bergen,NSR:Quay:53737,"5,26536","60,48692",1,75,"245,6",99,7845
2024,Marikollen,12011352,Bergen,NSR:Quay:53737,"5,26536","60,48692",1,73,"244,1",81,5856
2023,Marikollen,12011353,Bergen,NSR:Quay:53739,"5,26586","60,48701",88,1,"305,1",9216,116
2024,Marikollen,12011353,Bergen,NSR:Quay:53739,"5,26586","60,48701",86,1,"306,6",6902,69
2023,Marikoven snuplass,12472352,Askøy,NSR:Quay:56078,"5,17545","60,39379",8,7,"140,9",792,701
2024,Marikoven snuplass,12472352,Askøy,NSR:Quay:56078,"5,17545","60,39379",11,10,"163,4",916,768
2023,"Marikoven, Pøylo",12472345,Askøy,NSR:Quay:56057,"5,17461","60,39674",13,0,"152,8",1353,25
2024,"Marikoven, Pøylo",12472345,Askøy,NSR:Quay:56057,"5,17461","60,39674",13,0,"176,0",1062,21
2023,"Marikoven, Pøylo",12472358,Askøy,NSR:Quay:56059,"5,17451","60,39667",0,11,"140,1",40,1207
2024,"Marikoven, Pøylo",12472358,Askøy,NSR:Quay:56059,"5,17451","60,39667",0,13,"161,7",17,1005
2023,Markaneset,12017627,Bergen,NSR:Quay:51805,"5,28347","60,31441",6,12,"164,7",681,1269
2024,Markaneset,12017627,Bergen,NSR:Quay:51805,"5,28347","60,31441",5,11,"164,5",399,916
2023,Markaneset,12017652,Bergen,NSR:Quay:51804,"5,28604","60,31441",14,8,"174,5",1457,867
2024,Markaneset,12017652,Bergen,NSR:Quay:51804,"5,28604","60,31441",13,8,"178,6",1032,679
2023,Marås,12604305,Alver,NSR:Quay:55977,"5,09705","60,64714",0,0,"12,2",0,1
2024,Marås,12604305,Alver,NSR:Quay:55977,"5,09705","60,64714",0,0,"11,9",2,4
2023,Marås,12604308,Alver,NSR:Quay:55976,"5,09707","60,64727",0,0,"4,6",0,0
2024,Marås,12604308,Alver,NSR:Quay:55976,"5,09707","60,64727",0,0,"4,2",4,0
2023,Marås nord,12604303,Alver,NSR:Quay:55967,"5,09085","60,64863",0,0,"12,2",41,7
2024,Marås nord,12604303,Alver,NSR:Quay:55967,"5,09085","60,64863",0,0,"12,0",22,2
2023,Marås nord,12604310,Alver,NSR:Quay:55966,"5,09035","60,64882",0,0,"4,4",3,23
2024,Marås nord,12604310,Alver,NSR:Quay:55966,"5,09035","60,64882",0,0,"4,1",1,11
2023,Marås sør,12604306,Alver,NSR:Quay:55982,"5,10171","60,6466",0,0,"4,6",0,0
2024,Marås sør,12604306,Alver,NSR:Quay:55982,"5,10171","60,6466",0,0,"4,1",0,0
2023,Marås sør,12604307,Alver,NSR:Quay:55983,"5,10168","60,64644",0,0,"12,2",7,0
