Year,Holdeplassnavn,Holdeplassid,KommuneNavn,NsrQuayID,Longitude,Latitude,Snitt påstigende pr dag,Snitt avstigende pr dag,Snitt ombord pr dag,Totalt påstigende,Totalt avstigende
2023,Fjøsanger,12011463,Bergen,NSR:Quay:53975,"5,33795","60,35051",45,21,"1391,2",4708,2175
2024,Fjøsanger,12011463,Bergen,NSR:Quay:53975,"5,33795","60,35051",50,21,"1508,7",4022,1662
2023,Fjøsangerkrysset,12011479,Bergen,NSR:Quay:54012,"5,33711","60,34729",74,59,"1367,6",7762,6174
2024,Fjøsangerkrysset,12011479,Bergen,NSR:Quay:54012,"5,33711","60,34729",83,63,"1479,6",6674,5078
2023,Fjøsangerkrysset,12011482,Bergen,NSR:Quay:54014,"5,33541","60,34693",31,32,"395,9",3285,3350
2024,Fjøsangerkrysset,12011482,Bergen,NSR:Quay:54014,"5,33541","60,34693",33,28,"417,9",2656,2257
2023,Fjøsangerkrysset,12011484,Bergen,NSR:Quay:54013,"5,33701","60,34639",36,32,"950,4",3824,3325
2024,Fjøsangerkrysset,12011484,Bergen,NSR:Quay:54013,"5,33701","60,34639",37,36,"1038,9",2980,2841
2023,Flagget byggefelt,12472337,Askøy,NSR:Quay:56043,"5,18448","60,40803",16,2,"108,5",1632,209
2024,Flagget byggefelt,12472337,Askøy,NSR:Quay:56043,"5,18448","60,40803",17,2,"124,1",1363,198
2023,Flagget byggefelt,12472348,Askøy,NSR:Quay:56044,"5,18331","60,40825",2,17,"90,7",187,1787
2024,Flagget byggefelt,12472348,Askøy,NSR:Quay:56044,"5,18331","60,40825",3,22,"100,4",221,1787
2023,Flaktveit snuplass,12011376,Bergen,NSR:Quay:53799,"5,37059","60,46249",187,223,"143,7",19626,23459
2024,Flaktveit snuplass,12011376,Bergen,NSR:Quay:53799,"5,37059","60,46249",184,210,"140,7",14700,16811
2023,Flaktveitrinden,12011366,Bergen,NSR:Quay:53779,"5,35652","60,46267",10,91,"561,3",1009,9607
2024,Flaktveitrinden,12011366,Bergen,NSR:Quay:53779,"5,35652","60,46267",9,91,"538,7",701,7255
2023,Flaktveitrinden,12011367,Bergen,NSR:Quay:53778,"5,35535","60,46223",110,6,"593,2",11575,602
2024,Flaktveitrinden,12011367,Bergen,NSR:Quay:53778,"5,35535","60,46223",106,5,"570,9",8465,403
2023,Flaktveitsvingane,12011368,Bergen,NSR:Quay:53782,"5,36008","60,46567",13,115,"460,5",1408,12075
2024,Flaktveitsvingane,12011368,Bergen,NSR:Quay:53782,"5,36008","60,46567",14,113,"440,7",1128,9046
2023,Flaktveitsvingane,12011369,Bergen,NSR:Quay:53783,"5,35966","60,46522",112,10,"490,7",11746,998
2024,Flaktveitsvingane,12011369,Bergen,NSR:Quay:53783,"5,35966","60,46522",107,9,"472,9",8594,722
2023,Flaten,12464423,Øygarden,NSR:Quay:52786,"5,13079","60,30734",1,0,"9,2",149,11
2024,Flaten,12464423,Øygarden,NSR:Quay:52786,"5,13079","60,30734",2,0,"10,7",139,9
2023,Flaten,12464424,Øygarden,NSR:Quay:52787,"5,13065","60,30713",0,1,"7,2",9,94
2024,Flaten,12464424,Øygarden,NSR:Quay:52787,"5,13065","60,30713",0,1,"9,9",4,111
2023,Flatevad,12015221,Bergen,NSR:Quay:55955,"5,31321","60,46514",1,0,"83,0",138,49
2024,Flatevad,12015221,Bergen,NSR:Quay:55955,"5,31321","60,46514",2,0,"86,8",133,35
2023,Flatøy terminal A,12563001,Alver,NSR:Quay:58338,"5,25772","60,5336",212,200,"685,9",22247,21006
2024,Flatøy terminal A,12563001,Alver,NSR:Quay:58338,"5,25772","60,5336",208,202,"688,5",16610,16147
2023,Flatøy terminal B,12563004,Alver,NSR:Quay:58336,"5,258","60,53381",158,11,"210,6",16604,1129
2024,Flatøy terminal B,12563004,Alver,NSR:Quay:58336,"5,258","60,53381",162,6,"191,5",12978,501
2023,Flatøy terminal C,12563002,Alver,NSR:Quay:58337,"5,25824","60,53409",45,209,"504,3",4746,21995
2024,Flatøy terminal C,12563002,Alver,NSR:Quay:58337,"5,25824","60,53409",47,220,"537,5",3760,17626
2023,Flesland,12011707,Bergen,NSR:Quay:54592,"5,21288","60,2957",1,0,"5,2",55,1
2024,Flesland,12011707,Bergen,NSR:Quay:54592,"5,21288","60,2957",1,0,"6,2",52,0
2023,Flesland,12011724,Bergen,NSR:Quay:54591,"5,213","60,29581",0,1,"3,8",1,63
2024,Flesland,12011724,Bergen,NSR:Quay:54591,"5,213","60,29581",0,2,"4,2",0,63
2023,Flesland bruktjern,12011709,Bergen,NSR:Quay:54596,"5,21257","60,29357",2,0,"7,0",93,0
2024,Flesland bruktjern,12011709,Bergen,NSR:Quay:54596,"5,21257","60,29357",3,0,"8,7",105,2
2023,Flesland bruktjern,12011722,Bergen,NSR:Quay:54598,"5,21272","60,2937",0,2,"5,0",2,103
2024,Flesland bruktjern,12011722,Bergen,NSR:Quay:54598,"5,21272","60,2937",0,2,"5,8",3,83
2023,Flesland gård,12011711,Bergen,NSR:Quay:54604,"5,21279","60,2906",2,0,"8,9",101,1
2024,Flesland gård,12011711,Bergen,NSR:Quay:54604,"5,21279","60,2906",2,0,"10,7",80,0
2023,Flesland gård,12011720,Bergen,NSR:Quay:54606,"5,213","60,2906",0,2,"6,9",3,103
2024,Flesland gård,12011720,Bergen,NSR:Quay:54606,"5,213","60,2906",0,3,"7,8",5,129
2023,Flesland snuplass,12011712,Bergen,NSR:Quay:54611,"5,21101","60,29779",4,4,"4,1",232,214
2024,Flesland snuplass,12011712,Bergen,NSR:Quay:54611,"5,21101","60,29779",5,5,"4,9",216,190
2023,Flogøy,12462828,Øygarden,NSR:Quay:51991,"4,97631","60,32158",0,0,"1,0",0,0
2024,Flogøy,12462828,Øygarden,NSR:Quay:51991,"4,97631","60,32158",0,0,"0,4",0,1
2023,Flogøy,12462831,Øygarden,NSR:Quay:51992,"4,97653","60,32145",0,0,"0,6",0,0
2024,Flogøy,12462831,Øygarden,NSR:Quay:51992,"4,97653","60,32145",0,0,"0,3",0,0
2023,Florida,12011092,Bergen,NSR:Quay:53226,"5,33253","60,38226",69,45,"953,3",7208,4738
2024,Florida,12011092,Bergen,NSR:Quay:53226,"5,33253","60,38226",70,40,"961,1",5567,3164
2023,Florida,12011093,Bergen,NSR:Quay:53227,"5,33329","60,38161",52,82,"706,9",5421,8660
2024,Florida,12011093,Bergen,NSR:Quay:53227,"5,33329","60,38161",46,84,"746,1",3662,6690
2023,Florvåg,12472315,Askøy,NSR:Quay:55988,"5,23854","60,41929",47,6,"281,5",4959,627
2024,Florvåg,12472315,Askøy,NSR:Quay:55988,"5,23854","60,41929",52,7,"310,2",4124,544
2023,Florvåg,12472320,Askøy,NSR:Quay:55989,"5,2387","60,41961",10,54,"253,5",1032,5658
2024,Florvåg,12472320,Askøy,NSR:Quay:55989,"5,2387","60,41961",10,57,"267,3",820,4547
2023,Florvåg kai,12472317,Askøy,NSR:Quay:55992,"5,23835","60,42121",3,2,"242,4",350,230
2024,Florvåg kai,12472317,Askøy,NSR:Quay:55992,"5,23835","60,42121",4,3,"265,9",321,227
2023,Florvåg v/Framo,12472313,Askøy,NSR:Quay:55984,"5,23703","60,41518",5,1,"285,3",540,111
2024,Florvåg v/Framo,12472313,Askøy,NSR:Quay:55984,"5,23703","60,41518",5,1,"314,6",426,74
2023,Florvåg v/Framo,12472318,Askøy,NSR:Quay:55985,"5,23855","60,41649",2,6,"295,5",178,613
2024,Florvåg v/Framo,12472318,Askøy,NSR:Quay:55985,"5,23855","60,41649",1,7,"312,5",112,555
2023,Florvågskiftet,12472359,Askøy,NSR:Quay:56093,"5,21589","60,41848",23,6,"309,6",2445,612
2024,Florvågskiftet,12472359,Askøy,NSR:Quay:56093,"5,21589","60,41848",30,7,"361,1",2391,539
2023,Florvågskiftet,12472374,Askøy,NSR:Quay:56094,"5,21563","60,41957",4,28,"260,5",470,2917
2024,Florvågskiftet,12472374,Askøy,NSR:Quay:56094,"5,21563","60,41957",6,28,"277,6",448,2251
2023,"Florvågskiftet, Ø. Kleppeveg",12472387,Askøy,NSR:Quay:56154,"5,21548","60,419",1,4,"65,7",59,371
2024,"Florvågskiftet, Ø. Kleppeveg",12472387,Askøy,NSR:Quay:56154,"5,21548","60,419",1,5,"73,9",72,381
2023,Florvågøen kryss,12472319,Askøy,NSR:Quay:55996,"5,23872","60,42447",21,4,"241,2",2202,396
2024,Florvågøen kryss,12472319,Askøy,NSR:Quay:55996,"5,23872","60,42447",22,4,"264,8",1720,345
2023,Florvågøen kryss,12472322,Askøy,NSR:Quay:56005,"5,23878","60,42485",5,23,"236,3",530,2453
2024,Florvågøen kryss,12472322,Askøy,NSR:Quay:56005,"5,23878","60,42485",5,25,"249,1",426,1975
2023,Flyen,12011750,Bergen,NSR:Quay:54703,"5,26164","60,2605",0,4,"73,4",13,404
2024,Flyen,12011750,Bergen,NSR:Quay:54703,"5,26164","60,2605",0,4,"70,7",6,321
2023,Fløksand nord,12563501,Alver,NSR:Quay:58416,"5,09174","60,54308",2,0,"19,5",198,14
2024,Fløksand nord,12563501,Alver,NSR:Quay:58416,"5,09174","60,54308",3,0,"22,7",204,21
2023,Fløksand nord,12563520,Alver,NSR:Quay:58415,"5,09199","60,54311",0,2,"13,5",6,218
2024,Fløksand nord,12563520,Alver,NSR:Quay:58415,"5,09199","60,54311",0,2,"16,0",5,193
2023,Fløksand sør,12563503,Alver,NSR:Quay:58422,"5,10087","60,53939",1,0,"20,3",89,4
2024,Fløksand sør,12563503,Alver,NSR:Quay:58422,"5,10087","60,53939",1,0,"23,5",72,1
2023,Fløksand sør,12563518,Alver,NSR:Quay:58421,"5,10018","60,53967",0,1,"15,2",8,82
2024,Fløksand sør,12563518,Alver,NSR:Quay:58421,"5,10018","60,53967",0,1,"18,1",3,98
2023,Foldnes kryss,12462371,Øygarden,NSR:Quay:51435,"5,11155","60,37612",28,1,"69,1",2989,71
2024,Foldnes kryss,12462371,Øygarden,NSR:Quay:51435,"5,11155","60,37612",26,0,"71,5",2071,40
2023,Foldnes kryss,12462372,Øygarden,NSR:Quay:51433,"5,11236","60,37617",1,26,"41,2",57,2728
2024,Foldnes kryss,12462372,Øygarden,NSR:Quay:51433,"5,11236","60,37617",0,24,"41,9",18,1909
2023,Foldnesvegen,12462369,Øygarden,NSR:Quay:51426,"5,11796","60,37564",6,0,"74,5",608,7
2024,Foldnesvegen,12462369,Øygarden,NSR:Quay:51426,"5,11796","60,37564",5,0,"76,5",420,16
2023,Foldnesvegen,12462370,Øygarden,NSR:Quay:51425,"5,11751","60,37576",0,4,"65,9",12,405
2024,Foldnesvegen,12462370,Øygarden,NSR:Quay:51425,"5,11751","60,37576",0,3,"65,0",7,257
2023,Follese,12473451,Askøy,NSR:Quay:56288,"5,15645","60,40963",9,2,"57,2",895,230
2024,Follese,12473451,Askøy,NSR:Quay:56288,"5,15645","60,40963",11,3,"68,9",872,238
2023,Follese,12473458,Askøy,NSR:Quay:56289,"5,15687","60,40935",1,7,"46,6",154,692
2024,Follese,12473458,Askøy,NSR:Quay:56289,"5,15687","60,40935",2,8,"53,5",178,612
2023,Follese barneskole,12472347,Askøy,NSR:Quay:56062,"5,16168","60,40737",10,1,"65,9",1026,77
2024,Follese barneskole,12472347,Askøy,NSR:Quay:56062,"5,16168","60,40737",9,1,"76,7",703,61
2023,Follese barneskole,12472362,Askøy,NSR:Quay:56063,"5,16223","60,40735",1,9,"53,4",65,997
2024,Follese barneskole,12472362,Askøy,NSR:Quay:56063,"5,16223","60,40735",0,8,"60,6",25,665
2023,Follese bedehus,12473449,Askøy,NSR:Quay:56283,"5,15476","60,41133",6,0,"51,2",609,9
2024,Follese bedehus,12473449,Askøy,NSR:Quay:56283,"5,15476","60,41133",6,0,"61,4",511,13
2023,Follese bedehus,12473456,Askøy,NSR:Quay:56285,"5,15447","60,41195",0,5,"41,5",13,577
2024,Follese bedehus,12473456,Askøy,NSR:Quay:56285,"5,15447","60,41195",0,6,"48,0",12,458
2023,Forland bedehus,12452682,Øygarden,NSR:Quay:50874,"5,10239","60,18811",0,2,"3,9",0,87
2024,Forland bedehus,12452682,Øygarden,NSR:Quay:50874,"5,10239","60,18811",0,2,"4,2",1,63
2023,Forland bedehus,12452683,Øygarden,NSR:Quay:50873,"5,10251","60,18815",3,0,"9,0",135,0
2024,Forland bedehus,12452683,Øygarden,NSR:Quay:50873,"5,10251","60,18815",2,0,"9,3",90,0
2023,Forland kai,12452684,Øygarden,NSR:Quay:50880,"5,10799","60,18453",9,6,"6,4",476,336
2024,Forland kai,12452684,Øygarden,NSR:Quay:50880,"5,10799","60,18453",9,7,"7,1",377,267
2023,Formanns vei,12011124,Bergen,NSR:Quay:53289,"5,32642","60,40973",86,77,"77,5",9044,8051
2024,Formanns vei,12011124,Bergen,NSR:Quay:53289,"5,32642","60,40973",87,80,"80,5",6997,6370
2023,Fortun,12011660,Bergen,NSR:Quay:54448,"5,43252","60,26309",1,1,"178,3",96,100
2024,Fortun,12011660,Bergen,NSR:Quay:54448,"5,43252","60,26309",1,1,"194,0",53,83
2023,Fortun,12011665,Bergen,NSR:Quay:54447,"5,43269","60,26322",1,1,"174,8",97,60
2024,Fortun,12011665,Bergen,NSR:Quay:54447,"5,43269","60,26322",1,1,"182,1",99,42
2023,"Fosse indre, nord",12635110,Alver,NSR:Quay:56479,"5,21917","60,59718",0,0,"3,9",0,14
2024,"Fosse indre, nord",12635110,Alver,NSR:Quay:56479,"5,21917","60,59718",0,0,"3,7",0,18
2023,"Fosse indre, nord",12635115,Alver,NSR:Quay:56478,"5,21911","60,59706",0,0,"5,5",19,0
2024,"Fosse indre, nord",12635115,Alver,NSR:Quay:56478,"5,21911","60,59706",1,0,"5,8",42,0
2023,"Fosse indre, sør",12635117,Alver,NSR:Quay:56493,"5,22482","60,59213",0,0,"5,9",41,0
2024,"Fosse indre, sør",12635117,Alver,NSR:Quay:56493,"5,22482","60,59213",0,0,"6,0",20,0
2023,Fosse nedre,12563575,Alver,NSR:Quay:58488,"5,2399","60,5301",0,0,"10,1",0,7
2024,Fosse nedre,12563575,Alver,NSR:Quay:58488,"5,2399","60,5301",0,0,"8,9",10,2
2023,Fosse nedre,12563584,Alver,NSR:Quay:58487,"5,24002","60,53",0,0,"4,3",0,2
2024,Fosse nedre,12563584,Alver,NSR:Quay:58487,"5,24002","60,53",0,0,"4,9",6,3
2023,Fosse ytre,12635112,Alver,NSR:Quay:56488,"5,21606","60,6025",0,0,"3,8",0,11
2024,Fosse ytre,12635112,Alver,NSR:Quay:56488,"5,21606","60,6025",0,0,"3,6",1,9
2023,Fosse ytre,12635113,Alver,NSR:Quay:56489,"5,21589","60,6024",0,0,"5,3",12,3
2024,Fosse ytre,12635113,Alver,NSR:Quay:56489,"5,21589","60,6024",0,0,"5,2",3,0
2023,Fosse øvre,12563577,Alver,NSR:Quay:58490,"5,23193","60,52958",0,0,"10,3",9,0
2024,Fosse øvre,12563577,Alver,NSR:Quay:58490,"5,23193","60,52958",0,0,"9,0",6,3
2023,Fosse øvre,12563582,Alver,NSR:Quay:58491,"5,23194","60,52949",0,0,"4,3",0,0
2024,Fosse øvre,12563582,Alver,NSR:Quay:58491,"5,23194","60,52949",0,0,"4,8",0,1
2023,Fosse øvre kryss,12563579,Alver,NSR:Quay:58492,"5,22514","60,52945",0,0,"10,5",9,0
2024,Fosse øvre kryss,12563579,Alver,NSR:Quay:58492,"5,22514","60,52945",0,0,"9,1",3,0
2023,Fosse øvre kryss,12563580,Alver,NSR:Quay:58493,"5,22533","60,52943",0,0,"4,3",0,6
2024,Fosse øvre kryss,12563580,Alver,NSR:Quay:58493,"5,22533","60,52943",0,0,"4,8",2,3
2023,Fossekleiva,12015212,Bergen,NSR:Quay:55937,"5,30372","60,46445",14,135,"792,1",1421,14200
2024,Fossekleiva,12015212,Bergen,NSR:Quay:55937,"5,30372","60,46445",16,138,"784,8",1288,11004
2023,Fossekleiva,12015213,Bergen,NSR:Quay:55938,"5,30515","60,46449",140,11,"887,4",14741,1189
2024,Fossekleiva,12015213,Bergen,NSR:Quay:55938,"5,30515","60,46449",146,13,"884,0",11682,1019
2023,Fossen,12011621,Bergen,NSR:Quay:54344,"5,33299","60,25645",2,0,"104,5",162,7
2024,Fossen,12011621,Bergen,NSR:Quay:54344,"5,33299","60,25645",2,0,"102,6",127,1
2023,Fossesjøen,12563008,Alver,NSR:Quay:58349,"5,24805","60,52916",7,10,"512,4",763,1093
2024,Fossesjøen,12563008,Alver,NSR:Quay:58349,"5,24805","60,52916",8,12,"524,3",671,944
2023,Fosseskiftet,12015106,Bergen,NSR:Quay:55726,"5,30632","60,35878",11,1,"37,2",553,34
2024,Fosseskiftet,12015106,Bergen,NSR:Quay:55726,"5,30632","60,35878",11,1,"38,0",445,31
2023,Fosseskiftet,12015107,Bergen,NSR:Quay:55725,"5,30656","60,35887",1,19,"45,1",56,973
2024,Fosseskiftet,12015107,Bergen,NSR:Quay:55725,"5,30656","60,35887",2,21,"46,8",72,821
2023,"Frank Mohn, Hjertås",12563507,Alver,NSR:Quay:58429,"5,1261","60,53274",0,0,"19,7",5,1
2024,"Frank Mohn, Hjertås",12563507,Alver,NSR:Quay:58429,"5,1261","60,53274",0,0,"23,1",3,0
2023,"Frank Mohn, Hjertås",12563514,Alver,NSR:Quay:58430,"5,12464","60,5329",0,0,"15,7",0,8
2024,"Frank Mohn, Hjertås",12563514,Alver,NSR:Quay:58430,"5,12464","60,5329",0,0,"18,9",0,9
2023,"Fredheim, Olsvik",12018312,Bergen,NSR:Quay:51905,"5,22252","60,38093",6,146,"321,8",675,15291
2024,"Fredheim, Olsvik",12018312,Bergen,NSR:Quay:51905,"5,22252","60,38093",7,145,"346,3",540,11561
2023,"Fredheim, Olsvik",12018313,Bergen,NSR:Quay:51904,"5,22294","60,38055",87,7,"429,7",9117,736
2024,"Fredheim, Olsvik",12018313,Bergen,NSR:Quay:51904,"5,22294","60,38055",91,6,"470,8",7313,486
2023,Fredriksberg,12011054,Bergen,NSR:Quay:53176,"5,31106","60,39628",7,22,"179,5",769,2322
2024,Fredriksberg,12011054,Bergen,NSR:Quay:53176,"5,31106","60,39628",7,27,"225,9",564,2177
2023,Frekhaug terminal,12563010,Alver,NSR:Quay:58351,"5,24066","60,51899",110,111,"404,0",11575,11636
2024,Frekhaug terminal,12563010,Alver,NSR:Quay:58351,"5,24066","60,51899",111,115,"411,9",8846,9212
2023,Fridalen,12011430,Bergen,NSR:Quay:53904,"5,36156","60,36909",71,258,"2957,8",7453,27049
2024,Fridalen,12011430,Bergen,NSR:Quay:53904,"5,36156","60,36909",71,269,"3042,4",5660,21527
2023,Fridalen,12011433,Bergen,NSR:Quay:53902,"5,36333","60,3684",261,75,"2976,5",27373,7860
2024,Fridalen,12011433,Bergen,NSR:Quay:53902,"5,36333","60,3684",277,73,"3080,9",22151,5880
2023,Frieda Fasmer,12012208,Bergen,NSR:Quay:54997,"5,22685","60,36921",19,25,"277,0",2013,2638
2024,Frieda Fasmer,12012208,Bergen,NSR:Quay:54997,"5,22685","60,36921",17,28,"324,6",1379,2220
2023,Frieda Fasmer,12012217,Bergen,NSR:Quay:54998,"5,22808","60,36959",42,6,"287,4",4367,613
2024,Frieda Fasmer,12012217,Bergen,NSR:Quay:54998,"5,22808","60,36959",39,5,"305,8",3085,406
2023,Frieda Fasmer Rv. 555,12012298,Bergen,NSR:Quay:55114,"5,22515","60,36935",74,50,"2232,8",7788,5261
2024,Frieda Fasmer Rv. 555,12012298,Bergen,NSR:Quay:55114,"5,22515","60,36935",60,49,"2294,2",4830,3924
2023,Frieda Fasmer Rv. 555,12012299,Bergen,NSR:Quay:55115,"5,22551","60,36907",71,133,"2383,0",7411,13935
2024,Frieda Fasmer Rv. 555,12012299,Bergen,NSR:Quay:55115,"5,22551","60,36907",69,118,"2319,6",5556,9465
2023,Fromreide,12473607,Askøy,NSR:Quay:56595,"5,07649","60,50181",2,0,"26,4",250,30
2024,Fromreide,12473607,Askøy,NSR:Quay:56595,"5,07649","60,50181",2,0,"26,7",195,18
2023,Fromreide,12473608,Askøy,NSR:Quay:56594,"5,07691","60,5019",0,1,"24,8",41,134
2024,Fromreide,12473608,Askøy,NSR:Quay:56594,"5,07691","60,5019",1,2,"24,0",45,129
2023,Fromreidetoppen,12473609,Askøy,NSR:Quay:56598,"5,06707","60,50342",2,1,"24,3",248,100
2024,Fromreidetoppen,12473609,Askøy,NSR:Quay:56598,"5,06707","60,50342",2,1,"24,6",184,84
2023,Fromreidetoppen,12473610,Askøy,NSR:Quay:56599,"5,06565","60,50382",1,3,"22,8",66,283
2024,Fromreidetoppen,12473610,Askøy,NSR:Quay:56599,"5,06565","60,50382",1,3,"22,0",53,216
2023,Frydenbølien,12015492,Bergen,NSR:Quay:50322,"5,31474","60,38042",24,106,"1208,5",2483,11106
2024,Frydenbølien,12015492,Bergen,NSR:Quay:50322,"5,31474","60,38042",26,118,"1315,3",2119,9448
2023,Frydenbølien,12015493,Bergen,NSR:Quay:50323,"5,31454","60,38061",63,26,"1141,2",6598,2757
2024,Frydenbølien,12015493,Bergen,NSR:Quay:50323,"5,31454","60,38061",63,29,"1216,6",5001,2338
2023,Furehaugen,12473620,Askøy,NSR:Quay:56621,"5,02701","60,52504",0,1,"18,6",6,74
2024,Furehaugen,12473620,Askøy,NSR:Quay:56621,"5,02701","60,52504",0,1,"18,5",4,61
2023,Furehaugen,12473621,Askøy,NSR:Quay:56622,"5,0267","60,52596",1,0,"18,9",95,5
2024,Furehaugen,12473621,Askøy,NSR:Quay:56622,"5,0267","60,52596",1,0,"20,3",93,7
2023,Furuberg,12635802,Alver,NSR:Quay:56755,"5,29633","60,61746",0,0,"62,0",2,20
2024,Furuberg,12635802,Alver,NSR:Quay:56755,"5,29633","60,61746",0,0,"61,4",4,21
2023,Furuberg,12635805,Alver,NSR:Quay:56754,"5,29538","60,61794",0,0,"65,6",2,10
2024,Furuberg,12635805,Alver,NSR:Quay:56754,"5,29538","60,61794",0,0,"64,0",5,22
2023,Furuly,12473433,Askøy,NSR:Quay:56239,"5,22779","60,45726",7,1,"78,5",730,144
2024,Furuly,12473433,Askøy,NSR:Quay:56239,"5,22779","60,45726",9,1,"82,5",693,108
2023,Furuly,12473436,Askøy,NSR:Quay:56240,"5,22892","60,4582",1,8,"70,6",110,830
2024,Furuly,12473436,Askøy,NSR:Quay:56240,"5,22892","60,4582",1,9,"71,3",71,744
2023,Fyllingen,12636531,Alver,NSR:Quay:57115,"5,35202","60,60243",0,0,"3,0",13,0
2024,Fyllingen,12636531,Alver,NSR:Quay:57115,"5,35202","60,60243",0,0,"2,3",1,0
2023,Fyllingen,12636532,Alver,NSR:Quay:57116,"5,35225","60,60239",0,0,,0,0
2024,Fyllingen,12636532,Alver,NSR:Quay:57116,"5,35225","60,60239",0,0,,0,0
2023,Fyllingen nord,12636533,Alver,NSR:Quay:57120,"5,3531","60,60473",0,0,"2,7",2,0
2024,Fyllingen nord,12636533,Alver,NSR:Quay:57120,"5,3531","60,60473",0,0,"2,2",1,0
2023,Fyllingen nord,12636534,Alver,NSR:Quay:57119,"5,35327","60,60464",0,0,,0,0
2024,Fyllingen nord,12636534,Alver,NSR:Quay:57119,"5,35327","60,60464",0,0,,0,0
2023,Fyllingen sør,12636529,Alver,NSR:Quay:57111,"5,35384","60,59997",0,0,"3,0",0,0
2024,Fyllingen sør,12636529,Alver,NSR:Quay:57111,"5,35384","60,59997",0,0,"2,3",0,0
2023,Fyllingen sør,12636530,Alver,NSR:Quay:57112,"5,35403","60,60002",0,0,,0,0
2024,Fyllingen sør,12636530,Alver,NSR:Quay:57112,"5,35403","60,60002",0,0,,0,0
2023,Fyllingsdalen terminal C,12012291,Bergen,NSR:Quay:106944,"5,2879","60,34912",177,374,"586,2",18621,39290
2024,Fyllingsdalen terminal C,12012291,Bergen,NSR:Quay:106944,"5,2879","60,34912",177,391,"599,2",14131,31245
2023,Fyllingsdalen terminal D,12012290,Bergen,NSR:Quay:106947,"5,28817","60,34945",348,11,"311,0",36546,1153
2024,Fyllingsdalen terminal D,12012290,Bergen,NSR:Quay:106947,"5,28817","60,34945",369,10,"358,0",29524,793
2023,Fyllingsdalen terminal E,12012289,Bergen,NSR:Quay:106943,"5,28847","60,34978",448,27,"418,7",47043,2805
2024,Fyllingsdalen terminal E,12012289,Bergen,NSR:Quay:106943,"5,28847","60,34978",471,24,"443,8",37710,1902
2023,Fyllingsdalen terminal F,12012288,Bergen,NSR:Quay:106948,"5,28871","60,35008",143,67,"569,1",14977,6996
2024,Fyllingsdalen terminal F,12012288,Bergen,NSR:Quay:106948,"5,28871","60,35008",148,69,"593,5",11820,5496
2023,Fyllingsdalen terminal H,12012285,Bergen,NSR:Quay:106949,"5,28805","60,34983",145,111,"591,2",15257,11616
2024,Fyllingsdalen terminal H,12012285,Bergen,NSR:Quay:106949,"5,28805","60,34983",158,120,"661,7",12619,9606
2023,Fyllingsdalen terminal J,12012286,Bergen,NSR:Quay:106950,"5,2878","60,34948",373,140,"750,8",39125,14674
2024,Fyllingsdalen terminal J,12012286,Bergen,NSR:Quay:106950,"5,2878","60,34948",380,143,"765,1",30423,11463
2023,Fyllingsdalen terminal K,12012287,Bergen,NSR:Quay:106946,"5,28756","60,34917",0,757,"0,0",0,79462
2024,Fyllingsdalen terminal K,12012287,Bergen,NSR:Quay:106946,"5,28756","60,34917",0,785,"0,0",0,62839
2023,Fyllingsdalsveien,12012101,Bergen,NSR:Quay:54797,"5,27407","60,34134",15,18,"721,6",1620,1884
2024,Fyllingsdalsveien,12012101,Bergen,NSR:Quay:54797,"5,27407","60,34134",14,16,"799,8",1083,1278
2023,Fyllingsdalsveien,12012118,Bergen,NSR:Quay:54798,"5,2737","60,34115",20,21,"732,3",2066,2253
2024,Fyllingsdalsveien,12012118,Bergen,NSR:Quay:54798,"5,2737","60,34115",19,24,"796,8",1517,1947
2023,Fyllingsnes,12636611,Alver,NSR:Quay:57156,"5,40216","60,59622",0,0,"13,6",20,1
2024,Fyllingsnes,12636611,Alver,NSR:Quay:57156,"5,40216","60,59622",0,0,"14,3",4,1
2023,Fyllingsnes,12636614,Alver,NSR:Quay:57155,"5,40225","60,59614",0,0,"14,1",0,7
2024,Fyllingsnes,12636614,Alver,NSR:Quay:57155,"5,40225","60,59614",0,0,"14,7",0,3
2023,Fyllingsnes aust,12636609,Alver,NSR:Quay:57149,"5,4007","60,5935",1,0,"14,2",66,2
2024,Fyllingsnes aust,12636609,Alver,NSR:Quay:57149,"5,4007","60,5935",1,0,"14,7",40,5
2023,Fyllingsnes aust,12636612,Alver,NSR:Quay:57150,"5,40102","60,59355",0,1,"14,2",7,83
2024,Fyllingsnes aust,12636612,Alver,NSR:Quay:57150,"5,40102","60,59355",0,1,"14,8",11,57
2023,Fyllingsnes kryss E39,12636601,Alver,NSR:Quay:57130,"5,38411","60,59521",0,0,"1,3",0,0
2024,Fyllingsnes kryss E39,12636601,Alver,NSR:Quay:57130,"5,38411","60,59521",0,0,"2,2",0,0
2023,Fyllingsnes kryss E39,12636602,Alver,NSR:Quay:57129,"5,38471","60,59474",0,0,"17,0",0,42
2024,Fyllingsnes kryss E39,12636602,Alver,NSR:Quay:57129,"5,38471","60,59474",0,0,"17,5",0,11
2023,Fyllingsnes sentrum,12636607,Alver,NSR:Quay:57146,"5,3964","60,59156",1,0,"15,3",107,2
2024,Fyllingsnes sentrum,12636607,Alver,NSR:Quay:57146,"5,3964","60,59156",1,0,"15,4",58,5
2023,Fyllingsnes sentrum,12636610,Alver,NSR:Quay:57145,"5,39648","60,59148",0,1,"14,9",4,82
